"SchoolYear","State","LEA_ID","LEA","Group","Description","Value","Value_Min","Value_Max","Denominator","Grade","Subject"
"2015-2016","OHIO",3900494,"Summit Academy Secondary - Akron",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,9,"High School","Mathematics"
"2015-2016","OHIO",3900495,"Summit Academy Secondary - Canton",583,"Performance on Statewide Mathematics Assessment","21-39",21,39,25,"High School","Mathematics"
"2015-2016","OHIO",3900496,"Summit Academy Secondary - Lorain",583,"Performance on Statewide Mathematics Assessment","LE20",0,20,19,"High School","Mathematics"
"2015-2016","OHIO",3900497,"Summit Academy Community School-Parma",583,"Performance on Statewide Mathematics Assessment","LE20",0,20,20,"High School","Mathematics"
"2015-2016","OHIO",3900498,"Summit Academy Secondary - Youngstown",583,"Performance on Statewide Mathematics Assessment","LE10",0,10,58,"High School","Mathematics"
"2015-2016","OHIO",3900510,"Horizon Science Academy Toledo",583,"Performance on Statewide Mathematics Assessment","11-19",11,19,42,"High School","Mathematics"
"2015-2016","OHIO",3900514,"Miamisburg Secondary Academy",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,14,"High School","Mathematics"
"2015-2016","OHIO",3900528,"Findlay Digital Academy",583,"Performance on Statewide Mathematics Assessment","21-39",21,39,18,"High School","Mathematics"
"2015-2016","OHIO",3900530,"Buckeye On-Line School for Success",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,105,"High School","Mathematics"
"2015-2016","OHIO",3900537,"Manchester Local",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,64,"High School","Mathematics"
"2015-2016","OHIO",3900562,"Promise Academy",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,1,"High School","Mathematics"
"2015-2016","OHIO",3900564,"Gateway Academy of Ohio",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,5,"High School","Mathematics"
"2015-2016","OHIO",3900568,"Lakewood City Academy",583,"Performance on Statewide Mathematics Assessment","LE20",0,20,24,"High School","Mathematics"
"2015-2016","OHIO",3900586,"Charles School at Ohio Dominican University",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,61,"High School","Mathematics"
"2015-2016","OHIO",3900639,"Mahoning Valley Opportunity Center",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,9,"High School","Mathematics"
"2015-2016","OHIO",3900642,"Dayton Business Technology High School",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,7,"High School","Mathematics"
"2015-2016","OHIO",3901329,"Mahoning County High School",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,10,"High School","Mathematics"
"2015-2016","OHIO",3901336,"Mount Auburn International Academy",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,15,"High School","Mathematics"
"2015-2016","OHIO",3901350,"Ashland County Community Academy",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,6,"High School","Mathematics"
"2015-2016","OHIO",3901356,"Rushmore Academy",583,"Performance on Statewide Mathematics Assessment","LE10",0,10,43,"High School","Mathematics"
"2015-2016","OHIO",3901362,"Achieve Career Preparatory Academy",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,13,"High School","Mathematics"
"2015-2016","OHIO",3901365,"Horizon Science Academy Lorain",583,"Performance on Statewide Mathematics Assessment","LE20",0,20,30,"High School","Mathematics"
"2015-2016","OHIO",3901366,"Horizon Science Academy Dayton High School",583,"Performance on Statewide Mathematics Assessment","6-9",6,9,64,"High School","Mathematics"
"2015-2016","OHIO",3901372,"Pleasant Education Academy",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,2,"High School","Mathematics"
"2015-2016","OHIO",3901393,"Cruiser Academy",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,1,"High School","Mathematics"
"2015-2016","OHIO",3901413,"Central High School",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,7,"High School","Mathematics"
"2015-2016","OHIO",3901414,"George V. Voinovich Reclamation Academy",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,1,"High School","Mathematics"
"2015-2016","OHIO",3901415,"Frederick Douglass Reclamation Academy",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,1,"High School","Mathematics"
"2015-2016","OHIO",3901417,"Patriot Preparatory Academy",583,"Performance on Statewide Mathematics Assessment","GE50",50,100,13,"High School","Mathematics"
"2015-2016","OHIO",3901433,"The Academy for Urban Scholars",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,5,"High School","Mathematics"
"2015-2016","OHIO",3901442,"Pickerington Community School",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,7,"High School","Mathematics"
"2015-2016","OHIO",3901450,"Townsend North Community School",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,1,"High School","Mathematics"
"2015-2016","OHIO",3901451,"Focus North High School",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,12,"High School","Mathematics"
"2015-2016","OHIO",3901467,"Nexus Academy of Toledo",583,"Performance on Statewide Mathematics Assessment","LE20",0,20,16,"High School","Mathematics"
"2015-2016","OHIO",3901472,"Academy for Urban Scholars Youngstown",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,5,"High School","Mathematics"
"2015-2016","OHIO",3901473,"Hope Academy for Autism",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,2,"High School","Mathematics"
"2015-2016","OHIO",3901476,"West Carrollton Secondary Academy",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,9,"High School","Mathematics"
"2015-2016","OHIO",3901479,"Brookwood Academy",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,5,"High School","Mathematics"
"2015-2016","OHIO",3901483,"Nexus Academy of Columbus",583,"Performance on Statewide Mathematics Assessment","21-39",21,39,18,"High School","Mathematics"
"2015-2016","OHIO",3901496,"Nexus Academy of Cleveland",583,"Performance on Statewide Mathematics Assessment","21-39",21,39,19,"High School","Mathematics"
"2015-2016","OHIO",3901501,"Southern Ohio Academy",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,8,"High School","Mathematics"
"2015-2016","OHIO",3901516,"Cincinnati Technology Academy",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,9,"High School","Mathematics"
"2015-2016","OHIO",3901522,"Cincinnati Learning Schools",583,"Performance on Statewide Mathematics Assessment","21-39",21,39,20,"High School","Mathematics"
"2015-2016","OHIO",3901533,"Franklinton Preparatory Academy",583,"Performance on Statewide Mathematics Assessment","21-39",21,39,22,"High School","Mathematics"
"2015-2016","OHIO",3901534,"Insight School of Ohio",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,94,"High School","Mathematics"
"2015-2016","OHIO",3901537,"Northmont Secondary Academy",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,4,"High School","Mathematics"
"2015-2016","OHIO",3901551,"Liberty Preparatory School",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,11,"High School","Mathematics"
"2015-2016","OHIO",3901558,"City Prep Academy",583,"Performance on Statewide Mathematics Assessment","LE20",0,20,21,"High School","Mathematics"
"2015-2016","OHIO",3901567,"Steel Academy",583,"Performance on Statewide Mathematics Assessment","LE20",0,20,20,"High School","Mathematics"
"2015-2016","OHIO",3901568,"T2 Honors Academy",583,"Performance on Statewide Mathematics Assessment","LT50",0,50,15,"High School","Mathematics"
"2015-2016","OHIO",3901579,"Foxfire East Academy",583,"Performance on Statewide Mathematics Assessment","PS",NA,NA,3,"High School","Mathematics"
"2015-2016","OHIO",3904348,"Akron City",583,"Performance on Statewide Mathematics Assessment","27",27,27,1412,"High School","Mathematics"
"2015-2016","OHIO",3904349,"Alliance City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,212,"High School","Mathematics"
"2015-2016","OHIO",3904350,"Ashland City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,236,"High School","Mathematics"
"2015-2016","OHIO",3904351,"Ashtabula Area City",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,243,"High School","Mathematics"
"2015-2016","OHIO",3904352,"Athens City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,209,"High School","Mathematics"
"2015-2016","OHIO",3904353,"Barberton City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,279,"High School","Mathematics"
"2015-2016","OHIO",3904354,"Bay Village City",583,"Performance on Statewide Mathematics Assessment","75-79",75,79,193,"High School","Mathematics"
"2015-2016","OHIO",3904355,"Beachwood City",583,"Performance on Statewide Mathematics Assessment","65-69",65,69,100,"High School","Mathematics"
"2015-2016","OHIO",3904357,"Bellaire Local",583,"Performance on Statewide Mathematics Assessment","20-29",20,29,58,"High School","Mathematics"
"2015-2016","OHIO",3904358,"Bellefontaine City",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,138,"High School","Mathematics"
"2015-2016","OHIO",3904359,"Bellevue City",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,159,"High School","Mathematics"
"2015-2016","OHIO",3904360,"Berea City",583,"Performance on Statewide Mathematics Assessment","54",54,54,489,"High School","Mathematics"
"2015-2016","OHIO",3904361,"Belpre City",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,83,"High School","Mathematics"
"2015-2016","OHIO",3904362,"Bexley City",583,"Performance on Statewide Mathematics Assessment","85-89",85,89,141,"High School","Mathematics"
"2015-2016","OHIO",3904363,"Bowling Green City School District",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,200,"High School","Mathematics"
"2015-2016","OHIO",3904364,"Brecksville-Broadview Heights City",583,"Performance on Statewide Mathematics Assessment","85-89",85,89,269,"High School","Mathematics"
"2015-2016","OHIO",3904365,"Brooklyn City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,98,"High School","Mathematics"
"2015-2016","OHIO",3904366,"Brunswick City",583,"Performance on Statewide Mathematics Assessment","47",47,47,647,"High School","Mathematics"
"2015-2016","OHIO",3904367,"Bryan City",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,157,"High School","Mathematics"
"2015-2016","OHIO",3904368,"Bucyrus City",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,103,"High School","Mathematics"
"2015-2016","OHIO",3904369,"Cambridge City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,136,"High School","Mathematics"
"2015-2016","OHIO",3904370,"Campbell City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,85,"High School","Mathematics"
"2015-2016","OHIO",3904371,"Canton City",583,"Performance on Statewide Mathematics Assessment","21",21,21,588,"High School","Mathematics"
"2015-2016","OHIO",3904373,"Centerville City",583,"Performance on Statewide Mathematics Assessment","69",69,69,551,"High School","Mathematics"
"2015-2016","OHIO",3904374,"Chillicothe City",583,"Performance on Statewide Mathematics Assessment","25",25,25,343,"High School","Mathematics"
"2015-2016","OHIO",3904375,"Cincinnati City",583,"Performance on Statewide Mathematics Assessment","26",26,26,2576,"High School","Mathematics"
"2015-2016","OHIO",3904376,"Circleville City",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,150,"High School","Mathematics"
"2015-2016","OHIO",3904377,"Claymont City",583,"Performance on Statewide Mathematics Assessment","40-49",40,49,54,"High School","Mathematics"
"2015-2016","OHIO",3904378,"Cleveland Municipal",583,"Performance on Statewide Mathematics Assessment","14",14,14,2685,"High School","Mathematics"
"2015-2016","OHIO",3904379,"Cleveland Heights-University Heights City",583,"Performance on Statewide Mathematics Assessment","13",13,13,319,"High School","Mathematics"
"2015-2016","OHIO",3904380,"Columbus City School District",583,"Performance on Statewide Mathematics Assessment","14",14,14,2791,"High School","Mathematics"
"2015-2016","OHIO",3904381,"Conneaut Area City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,132,"High School","Mathematics"
"2015-2016","OHIO",3904382,"Coshocton City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,114,"High School","Mathematics"
"2015-2016","OHIO",3904383,"Cuyahoga Falls City",583,"Performance on Statewide Mathematics Assessment","43",43,43,308,"High School","Mathematics"
"2015-2016","OHIO",3904384,"Dayton City",583,"Performance on Statewide Mathematics Assessment","19",19,19,1026,"High School","Mathematics"
"2015-2016","OHIO",3904385,"Deer Park Community City",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,78,"High School","Mathematics"
"2015-2016","OHIO",3904386,"Defiance City",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,160,"High School","Mathematics"
"2015-2016","OHIO",3904387,"Delaware City",583,"Performance on Statewide Mathematics Assessment","58",58,58,351,"High School","Mathematics"
"2015-2016","OHIO",3904388,"Delphos City",583,"Performance on Statewide Mathematics Assessment","80-84",80,84,62,"High School","Mathematics"
"2015-2016","OHIO",3904389,"Dover City",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,217,"High School","Mathematics"
"2015-2016","OHIO",3904390,"East Cleveland City School District",583,"Performance on Statewide Mathematics Assessment","6-9",6,9,206,"High School","Mathematics"
"2015-2016","OHIO",3904391,"East Liverpool City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,126,"High School","Mathematics"
"2015-2016","OHIO",3904392,"East Palestine City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,92,"High School","Mathematics"
"2015-2016","OHIO",3904393,"Eaton Community City",583,"Performance on Statewide Mathematics Assessment","75-79",75,79,95,"High School","Mathematics"
"2015-2016","OHIO",3904394,"Elyria City Schools",583,"Performance on Statewide Mathematics Assessment","22",22,22,482,"High School","Mathematics"
"2015-2016","OHIO",3904395,"Euclid City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,166,"High School","Mathematics"
"2015-2016","OHIO",3904396,"Fairborn City",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,249,"High School","Mathematics"
"2015-2016","OHIO",3904397,"Fairview Park City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,124,"High School","Mathematics"
"2015-2016","OHIO",3904399,"Fostoria City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,87,"High School","Mathematics"
"2015-2016","OHIO",3904400,"Franklin City",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,163,"High School","Mathematics"
"2015-2016","OHIO",3904401,"Fremont City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,290,"High School","Mathematics"
"2015-2016","OHIO",3904402,"Galion City",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,114,"High School","Mathematics"
"2015-2016","OHIO",3904403,"Gallipolis City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,138,"High School","Mathematics"
"2015-2016","OHIO",3904404,"Garfield Heights City Schools",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,281,"High School","Mathematics"
"2015-2016","OHIO",3904405,"Geneva Area City",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,228,"High School","Mathematics"
"2015-2016","OHIO",3904406,"Girard City School District",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,141,"High School","Mathematics"
"2015-2016","OHIO",3904407,"Grandview Heights Schools",583,"Performance on Statewide Mathematics Assessment","50-59",50,59,32,"High School","Mathematics"
"2015-2016","OHIO",3904408,"Winton Woods City",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,240,"High School","Mathematics"
"2015-2016","OHIO",3904409,"Greenville City",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,156,"High School","Mathematics"
"2015-2016","OHIO",3904410,"Hamilton City",583,"Performance on Statewide Mathematics Assessment","32",32,32,602,"High School","Mathematics"
"2015-2016","OHIO",3904411,"Heath City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,90,"High School","Mathematics"
"2015-2016","OHIO",3904412,"Hillsboro City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,161,"High School","Mathematics"
"2015-2016","OHIO",3904413,"Huron City Schools",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,102,"High School","Mathematics"
"2015-2016","OHIO",3904414,"Ironton City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,81,"High School","Mathematics"
"2015-2016","OHIO",3904415,"Jackson City",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,207,"High School","Mathematics"
"2015-2016","OHIO",3904416,"Kent City",583,"Performance on Statewide Mathematics Assessment","75-79",75,79,168,"High School","Mathematics"
"2015-2016","OHIO",3904418,"Kettering City School District",583,"Performance on Statewide Mathematics Assessment","64",64,64,474,"High School","Mathematics"
"2015-2016","OHIO",3904419,"Lakewood City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,297,"High School","Mathematics"
"2015-2016","OHIO",3904420,"Lancaster City",583,"Performance on Statewide Mathematics Assessment","48",48,48,458,"High School","Mathematics"
"2015-2016","OHIO",3904421,"Lebanon City",583,"Performance on Statewide Mathematics Assessment","56",56,56,426,"High School","Mathematics"
"2015-2016","OHIO",3904422,"Lima City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,197,"High School","Mathematics"
"2015-2016","OHIO",3904423,"Lockland Local",583,"Performance on Statewide Mathematics Assessment","11-19",11,19,37,"High School","Mathematics"
"2015-2016","OHIO",3904424,"Logan-Hocking Local",583,"Performance on Statewide Mathematics Assessment","39",39,39,322,"High School","Mathematics"
"2015-2016","OHIO",3904425,"London City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,124,"High School","Mathematics"
"2015-2016","OHIO",3904426,"Lorain City",583,"Performance on Statewide Mathematics Assessment","22",22,22,522,"High School","Mathematics"
"2015-2016","OHIO",3904427,"Loveland City",583,"Performance on Statewide Mathematics Assessment","60",60,60,321,"High School","Mathematics"
"2015-2016","OHIO",3904428,"Madeira City",583,"Performance on Statewide Mathematics Assessment","90-94",90,94,105,"High School","Mathematics"
"2015-2016","OHIO",3904429,"Mansfield City",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,124,"High School","Mathematics"
"2015-2016","OHIO",3904430,"Maple Heights City",583,"Performance on Statewide Mathematics Assessment","10-14",10,14,227,"High School","Mathematics"
"2015-2016","OHIO",3904431,"Mariemont City",583,"Performance on Statewide Mathematics Assessment","75-79",75,79,110,"High School","Mathematics"
"2015-2016","OHIO",3904433,"Marion City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,249,"High School","Mathematics"
"2015-2016","OHIO",3904434,"Martins Ferry City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,70,"High School","Mathematics"
"2015-2016","OHIO",3904435,"Massillon City",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,246,"High School","Mathematics"
"2015-2016","OHIO",3904436,"Maumee City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,211,"High School","Mathematics"
"2015-2016","OHIO",3904437,"Mayfield City",583,"Performance on Statewide Mathematics Assessment","75",75,75,308,"High School","Mathematics"
"2015-2016","OHIO",3904438,"Medina City SD",583,"Performance on Statewide Mathematics Assessment","65",65,65,514,"High School","Mathematics"
"2015-2016","OHIO",3904439,"Miamisburg City",583,"Performance on Statewide Mathematics Assessment","60",60,60,319,"High School","Mathematics"
"2015-2016","OHIO",3904440,"Middletown City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,218,"High School","Mathematics"
"2015-2016","OHIO",3904441,"Mt Healthy City",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,254,"High School","Mathematics"
"2015-2016","OHIO",3904443,"Napoleon Area City",583,"Performance on Statewide Mathematics Assessment","80-84",80,84,125,"High School","Mathematics"
"2015-2016","OHIO",3904444,"Nelsonville-York City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,83,"High School","Mathematics"
"2015-2016","OHIO",3904445,"Newark City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,296,"High School","Mathematics"
"2015-2016","OHIO",3904446,"New Boston Local",583,"Performance on Statewide Mathematics Assessment","LE20",0,20,30,"High School","Mathematics"
"2015-2016","OHIO",3904447,"New Lexington City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,108,"High School","Mathematics"
"2015-2016","OHIO",3904448,"New Philadelphia City",583,"Performance on Statewide Mathematics Assessment","65-69",65,69,220,"High School","Mathematics"
"2015-2016","OHIO",3904449,"Niles City",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,156,"High School","Mathematics"
"2015-2016","OHIO",3904450,"North Canton City",583,"Performance on Statewide Mathematics Assessment","60",60,60,355,"High School","Mathematics"
"2015-2016","OHIO",3904451,"North College Hill City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,96,"High School","Mathematics"
"2015-2016","OHIO",3904452,"North Olmsted City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,274,"High School","Mathematics"
"2015-2016","OHIO",3904453,"North Ridgeville City",583,"Performance on Statewide Mathematics Assessment","56",56,56,326,"High School","Mathematics"
"2015-2016","OHIO",3904454,"North Royalton City",583,"Performance on Statewide Mathematics Assessment","69",69,69,350,"High School","Mathematics"
"2015-2016","OHIO",3904455,"Norton City",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,194,"High School","Mathematics"
"2015-2016","OHIO",3904456,"Norwalk City",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,217,"High School","Mathematics"
"2015-2016","OHIO",3904457,"Norwood City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,119,"High School","Mathematics"
"2015-2016","OHIO",3904458,"Oakwood City",583,"Performance on Statewide Mathematics Assessment","90-94",90,94,159,"High School","Mathematics"
"2015-2016","OHIO",3904459,"Oberlin City Schools",583,"Performance on Statewide Mathematics Assessment","40-49",40,49,60,"High School","Mathematics"
"2015-2016","OHIO",3904460,"Oregon City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,275,"High School","Mathematics"
"2015-2016","OHIO",3904461,"Orrville City",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,125,"High School","Mathematics"
"2015-2016","OHIO",3904463,"Parma City",583,"Performance on Statewide Mathematics Assessment","54",54,54,889,"High School","Mathematics"
"2015-2016","OHIO",3904464,"Piqua City",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,206,"High School","Mathematics"
"2015-2016","OHIO",3904465,"Port Clinton City",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,116,"High School","Mathematics"
"2015-2016","OHIO",3904467,"Princeton City",583,"Performance on Statewide Mathematics Assessment","26",26,26,333,"High School","Mathematics"
"2015-2016","OHIO",3904468,"Ravenna City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,161,"High School","Mathematics"
"2015-2016","OHIO",3904469,"Reading Community City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,119,"High School","Mathematics"
"2015-2016","OHIO",3904470,"Rocky River City",583,"Performance on Statewide Mathematics Assessment","80-84",80,84,205,"High School","Mathematics"
"2015-2016","OHIO",3904471,"St Bernard-Elmwood Place City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,74,"High School","Mathematics"
"2015-2016","OHIO",3904472,"St Marys City",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,165,"High School","Mathematics"
"2015-2016","OHIO",3904474,"Sandusky City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,181,"High School","Mathematics"
"2015-2016","OHIO",3904475,"Shaker Heights City",583,"Performance on Statewide Mathematics Assessment","59",59,59,391,"High School","Mathematics"
"2015-2016","OHIO",3904476,"Sheffield-Sheffield Lake City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,96,"High School","Mathematics"
"2015-2016","OHIO",3904479,"South Euclid-Lyndhurst City",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,240,"High School","Mathematics"
"2015-2016","OHIO",3904480,"South-Western City",583,"Performance on Statewide Mathematics Assessment","33",33,33,1501,"High School","Mathematics"
"2015-2016","OHIO",3904481,"Springfield City School District",583,"Performance on Statewide Mathematics Assessment","21",21,21,518,"High School","Mathematics"
"2015-2016","OHIO",3904482,"Steubenville City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,150,"High School","Mathematics"
"2015-2016","OHIO",3904483,"Stow-Munroe Falls City School District",583,"Performance on Statewide Mathematics Assessment","47",47,47,457,"High School","Mathematics"
"2015-2016","OHIO",3904484,"Strongsville City",583,"Performance on Statewide Mathematics Assessment","73",73,73,459,"High School","Mathematics"
"2015-2016","OHIO",3904485,"Struthers City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,146,"High School","Mathematics"
"2015-2016","OHIO",3904486,"Sycamore Community City",583,"Performance on Statewide Mathematics Assessment","75",75,75,382,"High School","Mathematics"
"2015-2016","OHIO",3904487,"Sylvania City",583,"Performance on Statewide Mathematics Assessment","69",69,69,501,"High School","Mathematics"
"2015-2016","OHIO",3904488,"Tallmadge City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,208,"High School","Mathematics"
"2015-2016","OHIO",3904489,"Tiffin City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,223,"High School","Mathematics"
"2015-2016","OHIO",3904490,"Toledo City",583,"Performance on Statewide Mathematics Assessment","22",22,22,1395,"High School","Mathematics"
"2015-2016","OHIO",3904491,"Toronto City",583,"Performance on Statewide Mathematics Assessment","60-79",60,79,23,"High School","Mathematics"
"2015-2016","OHIO",3904492,"Troy City",583,"Performance on Statewide Mathematics Assessment","62",62,62,351,"High School","Mathematics"
"2015-2016","OHIO",3904493,"Upper Arlington City",583,"Performance on Statewide Mathematics Assessment","87",87,87,489,"High School","Mathematics"
"2015-2016","OHIO",3904494,"Urbana City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,115,"High School","Mathematics"
"2015-2016","OHIO",3904495,"Vandalia-Butler City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,196,"High School","Mathematics"
"2015-2016","OHIO",3904498,"Wapakoneta City",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,182,"High School","Mathematics"
"2015-2016","OHIO",3904499,"Warren City",583,"Performance on Statewide Mathematics Assessment","21",21,21,310,"High School","Mathematics"
"2015-2016","OHIO",3904500,"Warrensville Heights City",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,101,"High School","Mathematics"
"2015-2016","OHIO",3904502,"Wellston City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,103,"High School","Mathematics"
"2015-2016","OHIO",3904503,"Wellsville Local",583,"Performance on Statewide Mathematics Assessment","20-29",20,29,55,"High School","Mathematics"
"2015-2016","OHIO",3904504,"Westerville City",583,"Performance on Statewide Mathematics Assessment","68",68,68,979,"High School","Mathematics"
"2015-2016","OHIO",3904505,"West Carrollton City",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,146,"High School","Mathematics"
"2015-2016","OHIO",3904506,"Westlake City",583,"Performance on Statewide Mathematics Assessment","75-79",75,79,234,"High School","Mathematics"
"2015-2016","OHIO",3904507,"Whitehall City",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,192,"High School","Mathematics"
"2015-2016","OHIO",3904508,"Wickliffe City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,112,"High School","Mathematics"
"2015-2016","OHIO",3904509,"Willard City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,79,"High School","Mathematics"
"2015-2016","OHIO",3904510,"Willoughby-Eastlake City",583,"Performance on Statewide Mathematics Assessment","44",44,44,550,"High School","Mathematics"
"2015-2016","OHIO",3904511,"Wilmington City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,217,"High School","Mathematics"
"2015-2016","OHIO",3904513,"Worthington City",583,"Performance on Statewide Mathematics Assessment","63",63,63,678,"High School","Mathematics"
"2015-2016","OHIO",3904514,"Wyoming City",583,"Performance on Statewide Mathematics Assessment","75-79",75,79,137,"High School","Mathematics"
"2015-2016","OHIO",3904515,"Xenia Community City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,276,"High School","Mathematics"
"2015-2016","OHIO",3904516,"Youngstown City",583,"Performance on Statewide Mathematics Assessment","24",24,24,363,"High School","Mathematics"
"2015-2016","OHIO",3904517,"Zanesville City",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,192,"High School","Mathematics"
"2015-2016","OHIO",3904518,"Ada Exempted Village",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,69,"High School","Mathematics"
